tick_id,date,site,life_stage,bb_result
2049,2017-07-18,Chipman,nymph,0
2077,2017-07-18,Chipman,nymph,0
1557,2017-07-18,Foote,nymph,0
1942,2017-07-18,Foote,nymph,1
2052,2017-07-18,Foote,nymph,0
1827,2017-07-18,Foote,nymph,0
1846,2017-07-18,Foote,nymph,0
1964,2017-07-18,Foote,nymph,1
2035,2017-07-31,Foote,nymph,0
2355,2017-09-11,Foote,nymph,1
2176,2017-10-10,Lourie,nymph,1
2520,2018-06-05,Foote,nymph,1
2518,2018-06-05,Foote,nymph,0
2516,2018-06-05,Foote,nymph,0
2517,2018-06-05,Foote,nymph,0
2515,2018-06-05,Foote,nymph,0
2514,2018-06-05,Foote,nymph,0
2513,2018-06-05,Foote,nymph,0
2512,2018-06-05,Foote,female,1
2511,2018-06-05,Foote,nymph,0
2509,2018-06-05,Foote,nymph,0
2508,2018-06-05,Foote,nymph,1
2507,2018-06-05,Foote,nymph,0
2580,2018-06-05,Foote,male,0
2579,2018-06-05,Foote,nymph,0
2578,2018-06-05,Foote,nymph,1
2577,2018-06-05,Foote,nymph,0
2576,2018-06-05,Foote,nymph,0
2575,2018-06-05,Foote,nymph,0
2574,2018-06-05,Foote,nymph,0
2572,2018-06-05,Foote,male,0
2568,2018-06-05,Foote,nymph,0
2620,2018-06-06,Crystal,nymph,0
2600,2018-06-06,Frost,nymph,0
2589,2018-06-11,Chipman,male,0
2619,2018-06-07,Gorge,male,1
2618,2018-06-07,Gorge,female,0
2599,2018-06-07,Gorge,nymph,0
2598,2018-06-07,Gorge,nymph,0
2617,2018-06-07,SPIN,female,0
2597,2018-06-08,Major,male,0
2596,2018-06-08,Major,nymph,1
2595,2018-06-08,Major,nymph,1
2594,2018-06-08,Major,nymph,1
2593,2018-06-08,Major,nymph,0
2592,2018-06-08,Major,nymph,0
2561,2018-06-08,Major,nymph,0
2560,2018-06-08,Major,nymph,0
2559,2018-06-08,Major,nymph,0
2567,2018-06-08,Major,nymph,1
2558,2018-06-08,Major,nymph,0
2616,2018-06-08,Major,nymph,0
2615,2018-06-08,Major,nymph,0
2614,2018-06-08,Major,nymph,1
2613,2018-06-08,Major,female,1
2612,2018-06-08,Major,nymph,1
2540,2018-06-08,Lourie,female,1
2539,2018-06-08,Lourie,nymph,0
2591,2018-06-08,Lourie,female,0
2590,2018-06-08,Lourie,nymph,1
2556,2018-06-18,Gorge,female,0
2588,2018-06-18,Gorge,female,1
2587,2018-06-18,Gorge,female,0
2660,2018-06-18,Gorge,nymph,1
2537,2018-06-12,UpperChipman,female,1
2585,2018-06-18,Gorge,female,0
2584,2018-06-18,Gorge,female,1
2583,2018-06-18,Gorge,nymph,1
2554,2018-06-18,SPIN,male,0
2555,2018-06-18,SPIN,nymph,0
2647,2018-06-21,Frost,nymph,0
2535,2018-06-19,Foote,nymph,0
2533,2018-06-19,Foote,nymph,0
2531,2018-06-19,Foote,male,0
2629,2018-06-20,Lourie,nymph,0
2582,2018-06-20,Lourie,nymph,0
2650,2018-06-20,Lourie,male,1
2624,2018-06-26,Snowbowl,nymph,0
2645,2018-06-25,Chipman,nymph,0
2656,2018-06-25,Chipman,nymph,1
2639,2018-06-25,Chipman,nymph,0
2637,2018-06-25,Chipman,nymph,0
2626,2018-06-25,Chipman,female,1
2611,2018-06-25,Chipman,female,0
2609,2018-06-25,Chipman,nymph,0
2608,2018-06-25,Chipman,nymph,0
2544,2018-07-03,Foote,nymph,0
2543,2018-07-03,Foote,nymph,0
2542,2018-07-03,Foote,nymph,1
2644,2018-07-03,Foote,female,1
2606,2018-07-03,Foote,female,0
2840,2019-05-22,Gorge,male,0
2839,2019-05-22,Gorge,female,0
2838,2019-05-22,Gorge,male,1
2780,2019-05-22,Frost,nymph,0
2738,2019-05-21,Lourie,nymph,0
2737,2019-05-21,Lourie,male,1
2735,2019-05-21,Lourie,nymph,1
2760,2019-05-21,Lourie,male,0
2800,2019-05-21,Lourie,female,1
2799,2019-05-21,Lourie,male,1
2734,2019-05-21,Lourie,nymph,0
2732,2019-05-21,Lourie,nymph,1
2797,2019-05-21,Lourie,nymph,1
2796,2019-05-21,Lourie,nymph,0
2795,2019-05-21,Lourie,nymph,1
2794,2019-05-21,Lourie,nymph,1
2755,2019-05-21,Major,nymph,0
2753,2019-05-21,Major,nymph,0
2791,2019-05-21,Major,nymph,1
2730,2019-05-23,Chipman,male,1
2729,2019-05-23,Chipman,nymph,1
2790,2019-05-23,Chipman,nymph,0
2789,2019-05-23,Chipman,male,1
2788,2019-05-23,Chipman,nymph,1
2786,2019-05-23,Chipman,female,0
2785,2019-05-23,Chipman,female,1
2727,2019-05-23,Chipman,female,0
2783,2019-05-23,Chipman,male,1
2782,2019-05-23,Chipman,nymph,0
2837,2019-05-23,Chipman,nymph,0
2836,2019-05-23,Chipman,nymph,1
2726,2019-05-23,UpperChipman,male,1
2725,2019-05-23,UpperChipman,nymph,0
2835,2019-05-23,UpperChipman,nymph,1
2834,2019-05-23,UpperChipman,nymph,0
2832,2019-05-23,UpperChipman,nymph,0
2944,2019-05-30,BRF,nymph,0
2860,2019-05-30,BRF,nymph,0
2859,2019-05-30,BRF,nymph,0
2858,2019-05-30,BRF,nymph,0
2781,2019-05-27,Foote,nymph,0
2980,2019-05-27,Foote,nymph,0
2979,2019-05-27,Foote,male,1
2978,2019-05-27,Foote,nymph,0
2977,2019-05-27,Foote,nymph,0
2830,2019-05-27,Foote,nymph,0
2828,2019-05-27,Foote,nymph,0
2827,2019-05-27,Foote,nymph,0
2826,2019-05-27,Foote,female,1
2751,2019-05-27,Foote,nymph,1
2825,2019-05-27,Foote,nymph,0
2974,2019-05-27,Foote,nymph,0
2972,2019-05-27,Foote,nymph,0
2971,2019-05-27,Foote,nymph,1
2750,2019-05-27,Foote,nymph,1
2749,2019-05-27,Foote,nymph,0
2970,2019-05-27,Foote,nymph,0
2969,2019-05-27,Foote,nymph,0
2968,2019-05-27,Foote,nymph,0
2748,2019-05-27,Foote,nymph,0
2900,2019-05-27,Foote,male,1
2723,2019-05-27,Foote,male,1
2721,2019-05-27,Foote,nymph,0
2722,2019-05-27,Foote,nymph,0
2899,2019-05-27,Foote,nymph,1
2898,2019-05-27,Foote,nymph,0
2897,2019-05-27,Foote,nymph,0
2893,2019-06-03,Lourie,nymph,1
2892,2019-06-03,Lourie,nymph,0
2661,2019-06-03,Lourie,nymph,0
3065,2019-06-03,Lourie,nymph,1
3066,2019-06-03,Lourie,nymph,0
3072,2019-06-03,Major,nymph,0
3074,2019-06-03,Major,nymph,0
3075,2019-06-03,Major,nymph,0
2946,2019-06-03,Major,nymph,0
2950,2019-06-03,Major,nymph,0
3026,2019-06-03,Major,nymph,1
3027,2019-06-03,Major,nymph,0
3035,2019-06-03,Major,nymph,1
2888,2019-06-03,Major,nymph,1
3049,2019-06-03,Major,nymph,0
3047,2019-06-03,Major,male,1
2884,2019-06-03,Major,nymph,1
2939,2019-06-04,SPIN,nymph,0
2938,2019-06-04,Frost,nymph,0
3020,2019-06-04,Frost,nymph,0
2937,2019-06-06,Foote,nymph,0
2936,2019-06-06,Foote,female,0
2960,2019-06-06,Foote,nymph,0
2959,2019-06-06,Foote,nymph,1
2958,2019-06-06,Foote,female,1
2957,2019-06-06,Foote,male,1
2956,2019-06-06,Foote,female,0
2915,2019-06-06,Foote,nymph,0
2909,2019-06-06,Foote,nymph,0
2908,2019-06-06,Foote,nymph,0
2906,2019-06-06,Foote,female,1
2905,2019-06-06,Foote,male,0
3200,2019-06-12,UpperChipman,nymph,0
3194,2019-06-12,UpperChipman,nymph,0
3193,2019-06-12,UpperChipman,nymph,1
3187,2019-06-12,UpperChipman,nymph,0
3186,2019-06-12,UpperChipman,nymph,0
3183,2019-06-12,UpperChipman,nymph,0
3140,2019-06-12,Gorge,nymph,0
2865,2019-06-12,Gorge,nymph,0
3138,2019-06-12,Gorge,female,1
3135,2019-06-12,Gorge,nymph,0
3145,2019-06-12,Gorge,nymph,0
3000,2019-06-13,Chipman,female,1
2996,2019-06-13,Chipman,nymph,0
3146,2019-06-13,Chipman,nymph,1
3149,2019-06-13,Chipman,nymph,0
3152,2019-06-13,Chipman,male,1
3043,2019-06-13,Chipman,female,1
3041,2019-06-13,Chipman,male,1
2993,2019-06-13,Chipman,nymph,1
2991,2019-06-13,Chipman,nymph,0
2988,2019-06-13,Chipman,nymph,0
2747,2019-06-13,Chipman,nymph,1
3279,2019-06-17,Lourie,nymph,0
3276,2019-06-17,Lourie,nymph,0
3222,2019-06-17,Lourie,nymph,0
3158,2019-06-17,Lourie,nymph,0
3220,2019-06-17,Lourie,nymph,0
3218,2019-06-17,Lourie,nymph,1
3247,2019-06-17,Major,nymph,0
3256,2019-06-17,Major,nymph,0
3271,2019-06-17,Major,nymph,0
3230,2019-06-17,Major,nymph,0
3233,2019-06-17,Major,female,0
3234,2019-06-17,Major,nymph,1
3236,2019-06-17,Major,nymph,0
3240,2019-06-17,Major,nymph,0
3212,2019-06-17,Major,nymph,1
3207,2019-06-17,Major,nymph,0
3203,2019-06-17,Major,nymph,1
2745,2019-06-14,BRF,nymph,1
2777,2019-06-18,Gorge,nymph,1
3176,2019-06-18,Gorge,nymph,1
2688,2019-06-18,Gorge,nymph,0
2687,2019-06-18,Gorge,nymph,0
2935,2019-06-18,Gorge,nymph,1
2822,2019-06-18,Gorge,female,0
2821,2019-06-18,Gorge,female,0
3174,2019-06-18,Frost,nymph,0
2931,2019-06-19,Foote,nymph,0
2930,2019-06-19,Foote,nymph,1
2926,2019-06-19,Foote,nymph,0
2925,2019-06-19,Foote,nymph,1
2924,2019-06-19,Foote,nymph,0
2923,2019-06-19,Foote,nymph,0
3090,2019-06-19,Foote,nymph,0
3092,2019-06-19,Foote,nymph,1
3093,2019-06-19,Foote,nymph,0
3097,2019-06-19,Foote,male,1
3172,2019-06-19,Foote,nymph,0
3171,2019-06-19,Foote,female,0
3170,2019-06-19,Foote,male,0
3168,2019-06-19,Foote,nymph,0
3167,2019-06-19,Foote,nymph,0
3166,2019-06-19,Foote,female,0
3162,2019-06-19,Foote,nymph,0
2887,2019-06-03,Major,NA,0
3100,2019-06-24,Chipman,nymph,1
3359,2019-06-24,Chipman,female,1
3358,2019-06-24,Chipman,female,1
3340,2019-06-24,Chipman,nymph,1
3378,2019-06-24,Chipman,nymph,0
3374,2019-06-24,Chipman,nymph,1
3371,2019-06-24,Chipman,nymph,0
3370,2019-06-24,Chipman,male,0
3369,2019-06-24,UpperChipman,nymph,0
3333,2019-06-24,UpperChipman,nymph,0
3331,2019-06-24,UpperChipman,nymph,0
2771,2019-06-26,BRF,nymph,0
2770,2019-06-26,BRF,nymph,0
3355,2019-06-27,SPIN,nymph,0
2874,2019-06-27,SPIN,female,0
3386,2019-06-27,SPIN,nymph,1
3385,2019-06-27,SPIN,nymph,0
3384,2019-06-27,SPIN,male,1
3313,2019-06-27,SPIN,nymph,0
3312,2019-06-27,SPIN,nymph,0
3311,2019-06-27,Crystal,nymph,0
3319,2019-06-26,BRF,nymph,0
3353,2019-07-03,Jackson,nymph,0
3352,2019-07-03,Jackson,nymph,1
3351,2019-07-03,Jackson,nymph,0
3457,2019-07-01,Lourie,nymph,1
3455,2019-07-01,Lourie,nymph,0
3452,2019-07-01,Lourie,nymph,1
3449,2019-07-01,Lourie,nymph,0
3448,2019-07-01,Lourie,nymph,0
2768,2019-07-01,Lourie,nymph,1
3498,2019-07-01,Lourie,nymph,0
3440,2019-07-01,Lourie,nymph,0
3436,2019-07-01,Lourie,nymph,0
3433,2019-07-01,Lourie,nymph,1
3432,2019-07-01,Lourie,nymph,0
3477,2019-07-01,Lourie,male,0
3476,2019-07-01,Lourie,nymph,0
3473,2019-07-01,Lourie,nymph,0
3471,2019-07-01,Major,nymph,0
3468,2019-07-01,Major,nymph,0
3466,2019-07-01,Major,nymph,0
3464,2019-07-01,Major,nymph,0
3463,2019-07-01,Major,nymph,0
3492,2019-07-01,Major,female,0
3489,2019-07-01,Major,nymph,0
3488,2019-07-01,Major,nymph,0
3427,2019-07-01,Major,nymph,1
3310,2019-07-01,Major,nymph,0
3446,2019-07-01,Major,male,0
3560,2019-07-08,UpperChipman,nymph,0
3559,2019-07-08,UpperChipman,nymph,0
3526,2019-07-08,UpperChipman,nymph,0
3520,2019-07-08,UpperChipman,nymph,1
3517,2019-07-08,UpperChipman,nymph,0
3348,2019-07-03,Jackson,nymph,0
3347,2019-07-03,Jackson,nymph,1
3346,2019-07-03,Jackson,nymph,1
3345,2019-07-03,Jackson,nymph,0
3344,2019-07-03,Jackson,nymph,0
3343,2019-07-03,Jackson,nymph,0
2744,2019-07-03,Gorge,nymph,1
2743,2019-07-03,Gorge,male,1
2741,2019-07-03,Gorge,male,1
3441,2019-07-03,Gorge,nymph,0
3442,2019-07-03,Gorge,nymph,0
3600,2019-07-03,Gorge,nymph,1
3599,2019-07-03,Gorge,nymph,0
3598,2019-07-03,Gorge,nymph,0
3597,2019-07-03,Gorge,nymph,0
3596,2019-07-03,Gorge,nymph,0
3595,2019-07-03,Gorge,nymph,1
3594,2019-07-03,Frost,nymph,0
3593,2019-07-03,SPIN,nymph,1
3592,2019-07-03,SPIN,nymph,0
3521,2019-07-03,SPIN,nymph,0
3522,2019-07-03,SPIN,male,1
3591,2019-07-09,BRF,nymph,0
3515,2019-07-09,BRF,nymph,0
3507,2019-07-10,Gilmore,nymph,0
3540,2019-07-10,Crystal,nymph,0
3539,2019-07-10,Snowbowl,nymph,0
3530,2019-07-15,Major,nymph,0
3557,2019-07-16,SPIN,nymph,0
3660,2019-07-18,Jackson,nymph,0
3651,2019-07-18,Gorge,nymph,0
3650,2019-07-18,Gorge,female,1
3649,2019-07-18,Gorge,female,0
3681,2019-07-25,BRF,nymph,0
3682,2019-07-25,BRF,nymph,0
3620,2019-07-25,BRF,nymph,0
3619,2019-07-25,BRF,nymph,0
3617,2019-07-25,BRF,nymph,1
3695,2019-07-22,Gilmore,nymph,1
3671,2019-07-19,UpperChipman,nymph,0
3670,2019-07-19,UpperChipman,nymph,1
3680,2019-07-19,UpperChipman,nymph,0
3678,2019-07-19,UpperChipman,nymph,0
3677,2019-07-19,UpperChipman,nymph,0
3676,2019-07-19,UpperChipman,nymph,1
3640,2019-07-30,Gorge,nymph,0
3638,2019-07-30,Gorge,nymph,0
3616,2019-07-30,Gorge,nymph,0
3611,2019-07-31,Jackson,nymph,0
3610,2019-07-31,Jackson,nymph,0
3608,2019-07-31,Jackson,nymph,0
3637,2019-07-31,Jackson,nymph,0
3635,2019-07-31,Jackson,nymph,0
3607,2019-07-31,Jackson,nymph,1
3606,2019-07-31,Jackson,nymph,1
3779,2019-08-09,BRF,nymph,0
3776,2021-06-01,Major,nymph,0
3775,2021-06-01,Major,nymph,0
3774,2021-06-01,Major,nymph,0
3772,2021-06-01,Major,nymph,1
3802,2021-06-01,Major,nymph,0
3803,2021-06-01,Major,male,1
3818,2021-06-01,Major,nymph,0
3819,2021-06-01,Major,nymph,0
3820,2021-06-01,Major,nymph,0
3724,2021-06-01,Major,nymph,0
3770,2021-06-01,Major,nymph,0
3768,2021-06-01,Major,nymph,0
3766,2021-06-01,Major,nymph,1
3765,2021-06-01,Major,nymph,0
3764,2021-06-01,Major,nymph,1
3763,2021-06-01,Major,nymph,1
3804,2021-06-01,Major,nymph,0
3805,2021-06-01,Major,nymph,0
3762,2021-06-01,Major,nymph,0
3806,2021-06-01,Major,nymph,0
3807,2021-06-01,Major,male,1
3808,2021-06-01,Major,nymph,1
3809,2021-06-01,Major,nymph,0
3732,2021-06-02,SPIN,nymph,1
3811,2021-06-02,SPIN,nymph,0
3850,2021-06-02,Frost,nymph,0
3870,2021-06-02,Frost,nymph,0
3851,2021-06-04,Lourie,nymph,0
3852,2021-06-04,Lourie,nymph,0
3853,2021-06-04,Lourie,nymph,0
3854,2021-06-04,Lourie,nymph,0
3855,2021-06-04,Lourie,nymph,1
3856,2021-06-04,Lourie,nymph,0
3857,2021-06-04,Lourie,nymph,0
3858,2021-06-04,Lourie,nymph,0
3859,2021-06-04,Lourie,nymph,0
3860,2021-06-04,Lourie,nymph,0
3849,2021-06-04,Lourie,nymph,0
3848,2021-06-04,Lourie,female,0
3847,2021-06-04,Lourie,male,1
3846,2021-06-04,Lourie,male,0
3845,2021-06-04,Lourie,nymph,1
3844,2021-06-04,Lourie,nymph,0
3842,2021-06-04,Lourie,nymph,0
3841,2021-06-04,Lourie,nymph,0
3729,2021-06-04,Lourie,nymph,0
3731,2021-06-04,Lourie,nymph,0
3730,2021-06-04,Lourie,male,1
3869,2021-06-04,Lourie,nymph,0
3868,2021-06-04,Lourie,nymph,0
3867,2021-06-04,Lourie,nymph,0
3930,2021-06-07,Gorge,nymph,0
3929,2021-06-07,Gorge,nymph,0
3928,2021-06-07,Gorge,nymph,0
3927,2021-06-07,Gorge,female,0
3728,2021-06-07,Gorge,nymph,0
3910,2021-06-07,Gorge,nymph,0
3909,2021-06-07,Gorge,nymph,0
3908,2021-06-07,Gorge,nymph,0
3907,2021-06-07,Gorge,nymph,0
3906,2021-06-07,Gorge,nymph,0
3905,2021-06-07,Gorge,male,1
3904,2021-06-07,Gorge,nymph,0
3903,2021-06-07,Gorge,nymph,0
3902,2021-06-07,Gorge,nymph,0
3926,2021-06-07,Gorge,nymph,0
3925,2021-06-07,Gorge,nymph,0
3924,2021-06-07,Gorge,nymph,0
3922,2021-06-07,Gorge,male,0
3901,2021-06-07,Gorge,nymph,0
3875,2021-06-07,Gorge,male,1
3874,2021-06-07,Gorge,nymph,1
3873,2021-06-07,Gilmore,nymph,1
3872,2021-06-07,Gilmore,nymph,0
3921,2021-06-07,Gilmore,nymph,0
4000,2021-06-08,Foote,nymph,0
3999,2021-06-08,Foote,nymph,0
3998,2021-06-08,Foote,nymph,1
3997,2021-06-08,Foote,nymph,1
3995,2021-06-08,Foote,nymph,0
3994,2021-06-08,Foote,nymph,0
3993,2021-06-08,Foote,nymph,1
3992,2021-06-08,Foote,female,1
3991,2021-06-08,Foote,nymph,0
3990,2021-06-08,Foote,nymph,0
3980,2021-06-08,Foote,female,1
3979,2021-06-08,Foote,nymph,1
3978,2021-06-08,Foote,nymph,0
3976,2021-06-08,Foote,male,1
3966,2021-06-08,Foote,male,0
3965,2021-06-08,Foote,nymph,1
3911,2021-06-08,Foote,nymph,0
3912,2021-06-08,Foote,nymph,0
3913,2021-06-08,Foote,nymph,0
3914,2021-06-08,Foote,nymph,0
3915,2021-06-08,Foote,nymph,0
3916,2021-06-08,Foote,nymph,0
3917,2021-06-08,Foote,nymph,1
3918,2021-06-08,Foote,nymph,1
3919,2021-06-08,Foote,nymph,0
3920,2021-06-08,Foote,nymph,0
3931,2021-06-08,Foote,nymph,0
3932,2021-06-08,Foote,nymph,0
3933,2021-06-08,Foote,nymph,1
3934,2021-06-08,Foote,nymph,1
3935,2021-06-08,Foote,nymph,0
3936,2021-06-08,Foote,nymph,0
3937,2021-06-08,Foote,nymph,0
3938,2021-06-08,Foote,nymph,0
3960,2021-06-08,Foote,nymph,0
3959,2021-06-08,Foote,nymph,1
3957,2021-06-08,Foote,nymph,1
3956,2021-06-08,Foote,nymph,1
3955,2021-06-08,Foote,nymph,0
3954,2021-06-08,Foote,nymph,0
3953,2021-06-08,Foote,nymph,0
3952,2021-06-08,Foote,nymph,0
3951,2021-06-08,Foote,nymph,0
3950,2021-06-08,Foote,nymph,0
3949,2021-06-08,Foote,nymph,1
3948,2021-06-08,Foote,nymph,0
3947,2021-06-08,Foote,nymph,0
3946,2021-06-08,Foote,nymph,0
3945,2021-06-08,Foote,nymph,1
3944,2021-06-08,Foote,female,0
3943,2021-06-08,Foote,nymph,0
3942,2021-06-08,Foote,nymph,0
3941,2021-06-08,Foote,nymph,1
3882,2021-06-08,Foote,nymph,0
3984,2021-06-08,Foote,nymph,1
3985,2021-06-08,Foote,nymph,0
3987,2021-06-08,Foote,nymph,0
3988,2021-06-08,Foote,nymph,1
3964,2021-06-08,Foote,nymph,1
3968,2021-06-08,Foote,nymph,0
3939,2021-06-08,Foote,nymph,1
3940,2021-06-08,Foote,nymph,0
3969,2021-06-08,Foote,nymph,0
3970,2021-06-08,Foote,nymph,0
4091,2021-06-09,Jackson,nymph,0
3896,2021-06-09,Jackson,nymph,0
3899,2021-06-09,Jackson,nymph,0
3892,2021-06-09,Jackson,nymph,0
3893,2021-06-09,Jackson,nymph,0
4086,2021-06-09,Jackson,nymph,0
3897,2021-06-09,Jackson,nymph,0
3895,2021-06-09,Jackson,nymph,1
3885,2021-06-09,Jackson,nymph,0
3886,2021-06-09,Jackson,nymph,0
4085,2021-06-09,Jackson,nymph,1
3898,2021-06-09,Jackson,nymph,0
3891,2021-06-09,Jackson,female,1
3884,2021-06-09,Jackson,nymph,0
4094,2021-06-09,Jackson,nymph,1
4084,2021-06-09,Jackson,nymph,0
4095,2021-06-09,Jackson,nymph,1
3889,2021-06-09,Jackson,nymph,0
3887,2021-06-09,Jackson,nymph,0
4087,2021-06-09,Jackson,nymph,0
4082,2021-06-09,Jackson,nymph,1
3890,2021-06-09,Jackson,nymph,0
4098,2021-06-09,Jackson,nymph,0
4092,2021-06-09,Jackson,nymph,0
4097,2021-06-09,Jackson,nymph,0
3888,2021-06-09,Jackson,nymph,0
4083,2021-06-09,Jackson,nymph,0
3894,2021-06-09,Jackson,nymph,1
3883,2021-06-09,Jackson,nymph,1
3900,2021-06-09,Jackson,nymph,0
4093,2021-06-09,Jackson,nymph,1
4089,2021-06-09,Jackson,nymph,1
4081,2021-06-09,Jackson,nymph,0
4060,2021-06-14,Chipman,female,1
4059,2021-06-14,Chipman,male,0
4058,2021-06-14,Chipman,male,0
4057,2021-06-14,Chipman,male,0
4056,2021-06-14,Chipman,nymph,1
4020,2021-06-14,Chipman,female,0
4021,2021-06-14,Chipman,female,1
4022,2021-06-14,Chipman,nymph,0
4023,2021-06-14,Chipman,nymph,0
4080,2021-06-14,Chipman,nymph,1
4079,2021-06-14,Chipman,nymph,0
4078,2021-06-14,Chipman,nymph,1
4077,2021-06-14,Chipman,nymph,0
4076,2021-06-14,Chipman,nymph,1
4016,2021-06-17,Lourie,nymph,1
4015,2021-06-17,Lourie,nymph,0
4014,2021-06-17,Lourie,nymph,0
4013,2021-06-17,Lourie,nymph,0
4001,2021-06-17,Lourie,nymph,1
4002,2021-06-17,Lourie,nymph,0
4003,2021-06-17,Lourie,nymph,0
4004,2021-06-17,Lourie,nymph,0
4005,2021-06-17,Lourie,nymph,0
4040,2021-06-18,Frost,nymph,0
4011,2021-06-18,Frost,nymph,0
4055,2021-06-18,Gilmore,nymph,0
4052,2021-06-18,Gilmore,nymph,0
3831,2021-06-18,Gorge,nymph,0
3829,2021-06-18,Gorge,nymph,0
3828,2021-06-18,Gorge,nymph,0
3827,2021-06-18,Gorge,nymph,0
4037,2021-06-18,Gorge,nymph,0
4035,2021-06-18,Gorge,nymph,0
3834,2021-06-18,Gorge,nymph,0
3836,2021-06-18,Gorge,nymph,0
4047,2021-06-18,Gorge,nymph,0
4046,2021-06-18,Gorge,nymph,0
4045,2021-06-18,Gorge,nymph,1
4220,2021-06-22,Major,nymph,0
4219,2021-06-22,Major,nymph,0
4216,2021-06-22,Major,nymph,1
4008,2021-06-22,Major,nymph,1
4009,2021-06-22,Major,nymph,1
4010,2021-06-22,Major,nymph,0
4300,2021-06-22,Major,nymph,1
4299,2021-06-22,Major,nymph,1
4033,2021-06-22,Major,nymph,0
4032,2021-06-22,Major,nymph,1
4031,2021-06-22,Major,nymph,0
4030,2021-06-22,Major,nymph,1
4024,2021-06-22,Major,female,1
3837,2021-06-22,Major,nymph,0
3838,2021-06-22,Major,nymph,1
3839,2021-06-22,Major,nymph,1
3840,2021-06-22,Major,male,0
4240,2021-06-22,Major,nymph,1
4029,2021-06-23,Foote,nymph,0
4028,2021-06-23,Foote,nymph,0
4027,2021-06-23,Foote,nymph,0
4026,2021-06-23,Foote,nymph,0
4238,2021-06-23,Foote,nymph,0
4237,2021-06-23,Foote,nymph,1
4236,2021-06-23,Foote,nymph,1
4235,2021-06-23,Foote,male,1
3826,2021-06-23,Foote,nymph,0
3825,2021-06-23,Foote,nymph,0
3823,2021-06-23,Foote,nymph,0
3822,2021-06-23,Foote,nymph,0
3821,2021-06-23,Foote,male,1
4213,2021-06-23,Foote,nymph,1
4232,2021-06-23,Foote,nymph,1
4231,2021-06-23,Foote,nymph,0
4230,2021-06-23,Foote,nymph,1
4260,2021-06-23,Foote,nymph,1
4259,2021-06-23,Foote,nymph,1
4257,2021-06-23,Foote,female,0
4256,2021-06-23,Foote,nymph,0
4209,2021-06-24,Jackson,nymph,0
4229,2021-06-24,Jackson,nymph,0
4246,2021-06-24,Jackson,male,0
4245,2021-06-24,Jackson,nymph,0
4244,2021-06-24,Jackson,nymph,0
4242,2021-06-24,Jackson,nymph,0
4255,2021-06-24,Jackson,nymph,0
4254,2021-06-24,Jackson,nymph,0
4253,2021-06-24,Jackson,nymph,1
4252,2021-06-24,Jackson,nymph,1
4251,2021-06-24,Jackson,nymph,1
4208,2021-06-25,UpperChipman,nymph,0
4206,2021-06-25,UpperChipman,nymph,0
4205,2021-06-25,UpperChipman,nymph,1
4204,2021-06-25,UpperChipman,nymph,0
4250,2021-06-25,UpperChipman,nymph,0
4249,2021-06-25,UpperChipman,nymph,1
4248,2021-06-25,UpperChipman,nymph,0
4247,2021-06-25,UpperChipman,nymph,0
4340,2021-06-28,SPIN,nymph,0
4301,2021-06-28,SPIN,nymph,0
4302,2021-06-28,SPIN,nymph,0
4241,2021-06-28,SPIN,nymph,0
4280,2021-06-28,Crystal,nymph,0
4266,2021-06-28,Snowbowl,nymph,0
4303,2021-06-29,Chipman,nymph,0
4304,2021-06-29,Chipman,nymph,1
4305,2021-06-29,Chipman,male,1
4306,2021-06-29,Chipman,nymph,1
4265,2021-06-29,Chipman,nymph,0
4339,2021-06-29,Chipman,nymph,0
4338,2021-06-29,Chipman,male,0
4322,2021-06-29,Chipman,nymph,0
4323,2021-06-29,Chipman,nymph,0
4336,2021-06-29,Chipman,nymph,1
4335,2021-06-29,Chipman,nymph,0
4334,2021-06-29,Chipman,nymph,0
4333,2021-06-29,Chipman,nymph,0
4331,2021-06-29,Chipman,nymph,1
4330,2021-06-29,Chipman,nymph,0
4279,2021-06-29,Chipman,nymph,0
4278,2021-06-29,Chipman,nymph,0
4277,2021-06-29,Chipman,nymph,0
4276,2021-06-29,Chipman,nymph,0
4275,2021-06-29,Chipman,nymph,0
4274,2021-06-29,Chipman,nymph,0
4273,2021-06-29,Chipman,nymph,0
4272,2021-06-29,Chipman,nymph,0
4228,2021-06-30,Lourie,male,1
4226,2021-06-30,Lourie,nymph,1
4309,2021-06-30,Lourie,nymph,1
4310,2021-06-30,Lourie,nymph,1
4311,2021-06-30,Lourie,nymph,0
4271,2021-06-30,Lourie,nymph,1
4270,2021-06-30,Lourie,nymph,0
4269,2021-06-30,Lourie,nymph,0
4268,2021-06-30,Lourie,nymph,0
4267,2021-06-30,Lourie,nymph,0
4364,2021-07-01,BRF,nymph,0
4365,2021-07-01,BRF,nymph,0
4224,2021-07-06,Jackson,nymph,0
4221,2021-07-06,Jackson,nymph,1
4360,2021-07-06,Jackson,nymph,1
4370,2021-07-06,Jackson,nymph,1
4420,2021-07-07,Frost,nymph,0
4419,2021-07-07,Frost,nymph,0
4418,2021-07-07,Gilmore,nymph,0
4417,2021-07-07,Gilmore,nymph,1
4440,2021-07-07,Gilmore,nymph,1
4044,2021-07-07,Gorge,nymph,0
4043,2021-07-07,Gorge,nymph,0
4416,2021-07-07,Gorge,nymph,0
4415,2021-07-07,Gorge,nymph,0
4414,2021-07-07,Gorge,nymph,0
